time,communicative_fraction,order_parameter,game_type
272801,0.6966666666666667,0.42711215455160506,staghunt
273601,0.6966666666666667,0.42711215455160506,staghunt
274401,0.6966666666666667,0.42711215455160506,staghunt
275201,0.6966666666666667,0.42711215455160506,staghunt
276001,0.6966666666666667,0.42711215455160506,staghunt
276801,0.6966666666666667,0.42711215455160506,staghunt
277601,0.6966666666666667,0.42711215455160506,staghunt
278401,0.6933333333333334,0.42563528795068334,staghunt
279201,0.6933333333333334,0.42563528795068334,staghunt
280001,0.6933333333333334,0.42563528795068334,staghunt
280801,0.6933333333333334,0.42563528795068334,staghunt
281601,0.6933333333333334,0.42563528795068334,staghunt
282401,0.6933333333333334,0.42563528795068334,staghunt
283201,0.6933333333333334,0.42563528795068334,staghunt
284001,0.6933333333333334,0.42563528795068334,staghunt
284801,0.6933333333333334,0.42563528795068334,staghunt
285601,0.69,0.42418297464524346,staghunt
286401,0.69,0.42418297464524346,staghunt
287201,0.69,0.42418297464524346,staghunt
288001,0.69,0.42418297464524346,staghunt
288801,0.69,0.42418297464524346,staghunt
289601,0.69,0.42418297464524346,staghunt
290401,0.69,0.42418297464524346,staghunt
291201,0.69,0.42418297464524346,staghunt
292001,0.69,0.42418297464524346,staghunt
292801,0.69,0.42418297464524346,staghunt
293601,0.69,0.42418297464524346,staghunt
294401,0.69,0.42418297464524346,staghunt
295201,0.69,0.42418297464524346,staghunt
296001,0.69,0.42418297464524346,staghunt
296801,0.6866666666666666,0.424701117879143,staghunt
297601,0.6866666666666666,0.424701117879143,staghunt
298401,0.6866666666666666,0.424701117879143,staghunt
299201,0.6866666666666666,0.424701117879143,staghunt
300001,0.6866666666666666,0.424701117879143,staghunt
300801,0.6866666666666666,0.424701117879143,staghunt
301601,0.6866666666666666,0.424701117879143,staghunt
302401,0.6866666666666666,0.424701117879143,staghunt
303201,0.6866666666666666,0.424701117879143,staghunt
304001,0.6866666666666666,0.424701117879143,staghunt
304801,0.6866666666666666,0.424701117879143,staghunt
305601,0.6866666666666666,0.424701117879143,staghunt
306401,0.6866666666666666,0.424701117879143,staghunt
307201,0.6866666666666666,0.424701117879143,staghunt
308001,0.6866666666666666,0.424701117879143,staghunt
308801,0.6866666666666666,0.424701117879143,staghunt
309601,0.6866666666666666,0.424701117879143,staghunt
310401,0.6866666666666666,0.424701117879143,staghunt
311201,0.6866666666666666,0.424701117879143,staghunt
312001,0.69,0.4180428380184664,staghunt
312801,0.69,0.4180428380184664,staghunt
313601,0.69,0.4180428380184664,staghunt
314401,0.69,0.4180428380184664,staghunt
315201,0.6866666666666666,0.4165425107624813,staghunt
316001,0.6866666666666666,0.4165425107624813,staghunt
316801,0.6866666666666666,0.4165425107624813,staghunt
317601,0.6866666666666666,0.4165425107624813,staghunt
318401,0.6866666666666666,0.4165425107624813,staghunt
319201,0.6866666666666666,0.4165425107624813,staghunt
320001,0.6866666666666666,0.41666120441882254,staghunt
320801,0.6866666666666666,0.41666120441882254,staghunt
321601,0.6866666666666666,0.41666120441882254,staghunt
322401,0.6866666666666666,0.41666120441882254,staghunt
323201,0.6866666666666666,0.41666120441882254,staghunt
324001,0.6866666666666666,0.41666120441882254,staghunt
324801,0.6866666666666666,0.41666120441882254,staghunt
325601,0.6866666666666666,0.41666120441882254,staghunt
326401,0.6866666666666666,0.41666120441882254,staghunt
327201,0.6866666666666666,0.41666120441882254,staghunt
328001,0.6866666666666666,0.41666120441882254,staghunt
328801,0.6866666666666666,0.41666120441882254,staghunt
329601,0.6866666666666666,0.41666120441882254,staghunt
330401,0.6866666666666666,0.41666120441882254,staghunt
331201,0.6866666666666666,0.41666120441882254,staghunt
332001,0.6866666666666666,0.41666120441882254,staghunt
332801,0.69,0.4181549990096507,staghunt
333601,0.69,0.4181549990096507,staghunt
334401,0.69,0.4181549990096507,staghunt
335201,0.6866666666666666,0.41678247387470385,staghunt
336001,0.6833333333333333,0.41531194838670293,staghunt
336801,0.6833333333333333,0.41531194838670293,staghunt
337601,0.6833333333333333,0.41531194838670293,staghunt
338401,0.6866666666666666,0.41678247387470385,staghunt
339201,0.6866666666666666,0.41678247387470385,staghunt
340001,0.6866666666666666,0.41678247387470385,staghunt
340801,0.6866666666666666,0.41678247387470385,staghunt
341601,0.6866666666666666,0.41678247387470385,staghunt
342401,0.6866666666666666,0.41678247387470385,staghunt
343201,0.6866666666666666,0.41678247387470385,staghunt
344001,0.6866666666666666,0.41678247387470385,staghunt
344801,0.6866666666666666,0.41678247387470385,staghunt
345601,0.6866666666666666,0.41678247387470385,staghunt
346401,0.6866666666666666,0.41678247387470385,staghunt
347201,0.6866666666666666,0.41678247387470385,staghunt
348001,0.6866666666666666,0.4210312069294729,staghunt
348801,0.6866666666666666,0.4210312069294729,staghunt
349601,0.69,0.42624626829176504,staghunt
350401,0.69,0.42624626829176504,staghunt
351201,0.69,0.42624626829176504,staghunt
352001,0.6766666666666666,0.4276946465964509,hero
352801,0.6733333333333333,0.4276946465964509,hero
353601,0.67,0.4276946465964509,hero
354401,0.6666666666666666,0.4276946465964509,hero
355201,0.6666666666666666,0.4276946465964509,hero
356001,0.66,0.4276946465964509,hero
356801,0.66,0.4276946465964509,hero
357601,0.66,0.4276946465964509,hero
358401,0.66,0.4276946465964509,hero
359201,0.68,0.4276946465964509,hero
360001,0.6866666666666666,0.4276946465964509,staghunt
360801,0.69,0.4291594818681331,hero
361601,0.69,0.4291594818681331,hero
362401,0.69,0.4291594818681331,hero
363201,0.69,0.4291594818681331,hero
364001,0.6866666666666666,0.4269876220030479,hero
364801,0.69,0.4269876220030479,staghunt
365601,0.6933333333333334,0.4269876220030479,staghunt
366401,0.6933333333333334,0.4269876220030479,staghunt
367201,0.6933333333333334,0.4269876220030479,staghunt
368001,0.6933333333333334,0.4269876220030479,staghunt
368801,0.6933333333333334,0.4269876220030479,staghunt
369601,0.6933333333333334,0.42710586054749444,staghunt
370401,0.6933333333333334,0.42710586054749444,staghunt
371201,0.6933333333333334,0.42710586054749444,staghunt
372001,0.6933333333333334,0.42710586054749444,staghunt
372801,0.6966666666666667,0.42928560438322366,staghunt
373601,0.6966666666666667,0.42928560438322366,staghunt
374401,0.6966666666666667,0.42928560438322366,staghunt
375201,0.6966666666666667,0.42928560438322366,staghunt
376001,0.6966666666666667,0.42928560438322366,staghunt
376801,0.6966666666666667,0.42928560438322366,staghunt
377601,0.6966666666666667,0.42928560438322366,staghunt
378401,0.6966666666666667,0.42928560438322366,staghunt
379201,0.6966666666666667,0.42928560438322366,staghunt
380001,0.6966666666666667,0.42928560438322366,staghunt
380801,0.6966666666666667,0.42928560438322366,staghunt
381601,0.6933333333333334,0.42928560438322366,hero
382401,0.6933333333333334,0.42928560438322366,hero
383201,0.6933333333333334,0.42928560438322366,hero
384001,0.6933333333333334,0.42928560438322366,hero
384801,0.6933333333333334,0.42928560438322366,hero
385601,0.6933333333333334,0.42928560438322366,hero
386401,0.6933333333333334,0.42928560438322366,hero
387201,0.6933333333333334,0.42928560438322366,hero
388001,0.6933333333333334,0.42928560438322366,hero
388801,0.6933333333333334,0.42928560438322366,hero
389601,0.6933333333333334,0.42928560438322366,hero
390401,0.6933333333333334,0.42928560438322366,hero
391201,0.6933333333333334,0.42928560438322366,hero
392001,0.6933333333333334,0.42928560438322366,hero
392801,0.6933333333333334,0.42941422269174695,hero
393601,0.6933333333333334,0.42941422269174695,hero
394401,0.6966666666666667,0.42941422269174695,staghunt
395201,0.6966666666666667,0.42941422269174695,staghunt
396001,0.6966666666666667,0.42941422269174695,staghunt
396801,0.6966666666666667,0.42941422269174695,staghunt
397601,0.6966666666666667,0.42941422269174695,staghunt
398401,0.6966666666666667,0.42941422269174695,staghunt
399201,0.6966666666666667,0.42941422269174695,staghunt
400001,0.6966666666666667,0.42941422269174695,staghunt
400801,0.6966666666666667,0.42941422269174695,staghunt
401601,0.6966666666666667,0.42941422269174695,staghunt
402401,0.6966666666666667,0.42941422269174695,staghunt
403201,0.6966666666666667,0.42941422269174695,staghunt
404001,0.6966666666666667,0.42941422269174695,staghunt
404801,0.6966666666666667,0.42941422269174695,staghunt
405601,0.6966666666666667,0.42941422269174695,staghunt
406401,0.6966666666666667,0.42941422269174695,staghunt
407201,0.6966666666666667,0.42941422269174695,staghunt
408001,0.6966666666666667,0.42941422269174695,staghunt
408801,0.6933333333333334,0.4273498747539763,staghunt
409601,0.6933333333333334,0.4210139981682229,staghunt
410401,0.6933333333333334,0.4210139981682229,staghunt
411201,0.6933333333333334,0.4210139981682229,staghunt
412001,0.6933333333333334,0.4210139981682229,staghunt
412801,0.6966666666666667,0.4276759366643478,hero
413601,0.6966666666666667,0.4276759366643478,hero
414401,0.6966666666666667,0.4276759366643478,hero
415201,0.6966666666666667,0.4276759366643478,hero
416001,0.6966666666666667,0.4276759366643478,hero
416801,0.6966666666666667,0.4276759366643478,hero
